ID,Units,Subtotal,Date,FY
52444,3,31.97,3/26/2021,2021
52446,6,71.9,3/26/2021,2021
52449,7,61.93,3/26/2021,2021
52450,3,58.97,3/26/2021,2021
52451,6,82.94,3/26/2021,2021
52452,4,42.96,3/26/2021,2021
52453,5,63.95,3/26/2021,2021
52454,3,36.97,3/26/2021,2021
52455,3,35.97,3/26/2021,2021
52456,1,51.2,3/26/2021,2021
52457,4,36.96,3/26/2021,2021
52458,1,29.99,3/26/2021,2021
52459,9,71.91,3/26/2021,2021
52460,1,39.99,3/26/2021,2021
52462,6,74.94,3/26/2021,2021
52463,2,15.98,3/26/2021,2021
52464,4,35.96,3/26/2021,2021
52465,1,6.99,3/26/2021,2021
52466,2,23.98,3/26/2021,2021
52467,10,124.9,3/26/2021,2021
52468,5,27.95,3/26/2021,2021
52469,3,31.93,3/26/2021,2021
52470,2,12.98,3/26/2021,2021
52471,6,131.94,3/26/2021,2021
52472,15,193.85,3/26/2021,2021
52473,7,208.93,3/26/2021,2021
52474,3,34.97,3/26/2021,2021
52475,4,72.96,3/26/2021,2021
52476,6,67.94,3/26/2021,2021
52477,2,32.98,3/26/2021,2021
52478,11,129.89,3/26/2021,2021
52479,7,61.93,3/26/2021,2021
52480,8,192.92,3/26/2021,2021
52481,17,250.83,3/26/2021,2021
52484,3,44.97,3/27/2021,2021
52485,4,53.96,3/27/2021,2021
52486,2,16.48,3/27/2021,2021
52487,5,89.95,3/27/2021,2021
52488,6,143.94,3/27/2021,2021
52490,3,34.97,3/27/2021,2021
52491,2,15.98,3/27/2021,2021
52492,7,47.89,3/27/2021,2021
52493,1,9.99,3/27/2021,2021
52494,1,17.99,3/27/2021,2021
52495,7,113.93,3/27/2021,2021
52496,4,73.96,3/27/2021,2021
52497,13,132.37,3/27/2021,2021
52498,10,145.9,3/27/2021,2021
52500,3,37.97,3/27/2021,2021
52501,2,19.98,3/27/2021,2021
52502,2,16.98,3/27/2021,2021
52503,7,61.93,3/27/2021,2021
52504,2,21.98,3/27/2021,2021
52505,3,34.97,3/27/2021,2021
52506,7,136.93,3/27/2021,2021
52507,12,104.88,3/27/2021,2021
52508,1,16.99,3/27/2021,2021
52509,3,112.97,3/27/2021,2021
52510,2,11.98,3/27/2021,2021
52511,2,22.98,3/27/2021,2021
52513,3,54.97,3/27/2021,2021
52514,2,20.98,3/27/2021,2021
52515,5,91.95,3/27/2021,2021
52516,6,60.94,3/27/2021,2021
52518,4,31.96,3/27/2021,2021
52519,3,30.97,3/27/2021,2021
52520,3,60.97,3/27/2021,2021
52521,3,28.97,3/27/2021,2021
52522,4,37.96,3/27/2021,2021
52523,5,61.91,3/27/2021,2021
52524,1,9.99,3/27/2021,2021
52525,5,46.95,3/27/2021,2021
52526,4,27.96,3/27/2021,2021
52527,3,32.97,3/27/2021,2021
52528,4,54.96,3/27/2021,2021
52529,5,53.95,3/27/2021,2021
52530,3,41.97,3/27/2021,2021
52531,2,31.98,3/27/2021,2021
52532,3,47.97,3/27/2021,2021
52533,1,53.6,3/27/2021,2021
52534,1,17.99,3/27/2021,2021
52535,2,20.98,3/27/2021,2021
52537,3,33.47,3/27/2021,2021
52538,2,20.98,3/27/2021,2021
52539,3,51.97,3/27/2021,2021
52540,4,49.96,3/27/2021,2021
52541,2,25.98,3/27/2021,2021
52542,11,205.89,3/27/2021,2021
52543,2,19.98,3/27/2021,2021
52544,4,47.96,3/27/2021,2021
52545,7,99.93,3/27/2021,2021
52546,3,72.97,3/27/2021,2021
52547,2,14.98,3/27/2021,2021
52548,2,21.98,3/27/2021,2021
52549,6,143.94,3/27/2021,2021
52551,6,71.44,3/27/2021,2021
52552,4,57.96,3/27/2021,2021
52553,4,48.96,3/27/2021,2021
52554,5,110.95,3/27/2021,2021
52555,5,70.95,3/27/2021,2021
52556,3,32.97,3/27/2021,2021
52557,11,145.89,3/27/2021,2021
52559,2,9.99,3/27/2021,2021
52560,15,164.85,3/27/2021,2021
52561,4,58.96,3/27/2021,2021
52562,22,357.78,3/27/2021,2021
52563,6,57.94,3/27/2021,2021
52564,1,7.99,3/27/2021,2021
52565,2,31.98,3/27/2021,2021
52566,3,33.97,3/27/2021,2021
52567,4,38.42,3/27/2021,2021
52568,2,28.98,3/27/2021,2021
52569,11,158.89,3/27/2021,2021
52570,3,38.97,3/27/2021,2021
52571,12,155.88,3/27/2021,2021
52572,4,43.96,3/27/2021,2021
52573,5,87.95,3/27/2021,2021
52574,11,106.89,3/27/2021,2021
52575,7,71.93,3/27/2021,2021
52576,6,120.94,3/27/2021,2021
52577,5,41.95,3/27/2021,2021
52578,1,4.99,3/27/2021,2021
52579,1,8.99,3/27/2021,2021
52580,1,17.99,3/27/2021,2021
52581,2,27.98,3/27/2021,2021
52583,4,42.96,3/27/2021,2021
52584,1,7.99,3/27/2021,2021
52585,4,51.96,3/27/2021,2021
52586,3,42.97,3/27/2021,2021
52587,2,8.94,3/28/2021,2021
52588,6,97.94,3/28/2021,2021
52589,6,78.94,3/28/2021,2021
52590,7,207.93,3/28/2021,2021
52591,8,77.92,3/28/2021,2021
52592,1,24.99,3/28/2021,2021
52593,5,55.45,3/28/2021,2021
52594,4,61.96,3/28/2021,2021
52595,2,21.98,3/28/2021,2021
52596,2,21.98,3/28/2021,2021
52597,3,18.97,3/28/2021,2021
52598,2,21.98,3/28/2021,2021
52599,2,57.98,3/28/2021,2021
52600,5,57.95,3/28/2021,2021
52601,3,40.97,3/28/2021,2021
52602,11,115.39,3/28/2021,2021
52603,3,34.97,3/28/2021,2021
52604,7,107.93,3/28/2021,2021
52605,1,12.99,3/28/2021,2021
52606,5,79.95,3/28/2021,2021
52607,2,32.98,3/28/2021,2021
52608,3,43.97,3/28/2021,2021
52609,4,34.96,3/28/2021,2021
52611,5,49.95,3/28/2021,2021
52612,6,135.94,3/28/2021,2021
52613,6,59.94,3/28/2021,2021
52614,11,137.85,3/28/2021,2021
52615,5,52.95,3/28/2021,2021
52616,1,12.99,3/28/2021,2021
52618,6,127.94,3/28/2021,2021
52619,4,45.96,3/28/2021,2021
52620,2,24.48,3/28/2021,2021
52621,4,42.96,3/28/2021,2021
52622,2,19.18,3/28/2021,2021
52623,8,227.92,3/28/2021,2021
52624,1,7.99,3/28/2021,2021
52625,3,30.97,3/28/2021,2021
52626,4,47.96,3/28/2021,2021
52627,2,33.98,3/28/2021,2021
52628,5,47.95,3/28/2021,2021
52629,2,19.98,3/28/2021,2021
52630,2,23.98,3/28/2021,2021
52631,5,54.95,3/28/2021,2021
52632,4,32.46,3/28/2021,2021
52633,7,87.43,3/28/2021,2021
52634,8,87.92,3/28/2021,2021
52635,11,85.89,3/28/2021,2021
52636,1,9.99,3/28/2021,2021
52637,7,110.93,3/28/2021,2021
52638,5,50.95,3/28/2021,2021
52639,3,22.93,3/28/2021,2021
52640,1,9.99,3/28/2021,2021
52641,1,10.99,3/28/2021,2021
52643,1,17.99,3/28/2021,2021
52644,4,63.96,3/28/2021,2021
52645,5,62.95,3/28/2021,2021
52646,5,48.95,3/28/2021,2021
52648,1,39.99,3/28/2021,2021
52649,1,8.99,3/28/2021,2021
52650,3,17.97,3/28/2021,2021
52651,4,66.96,3/28/2021,2021
52652,1,12.99,3/28/2021,2021
52654,7,62.93,3/28/2021,2021
52655,11,248.39,3/28/2021,2021
52656,4,36.96,3/28/2021,2021
52657,3,144.97,3/28/2021,2021
52658,20,241.26,3/28/2021,2021
52659,2,30.98,3/28/2021,2021
52660,9,212.37,3/28/2021,2021
52661,31,329.59,3/28/2021,2021
52662,4,40.96,3/28/2021,2021
52663,4,46.96,3/28/2021,2021
52664,2,22.98,3/29/2021,2021
52665,3,50.97,3/29/2021,2021
52666,1,10.99,3/29/2021,2021
52667,3,39.97,3/29/2021,2021
52669,1,10.99,3/29/2021,2021
52670,5,83.95,3/29/2021,2021
52671,3,24.97,3/29/2021,2021
52672,8,143.92,3/29/2021,2021
52673,1,4.99,3/29/2021,2021
52674,4,41.96,3/29/2021,2021
52675,3,30.97,3/29/2021,2021
52676,2,56.59,3/29/2021,2021
52677,1,38.99,3/29/2021,2021
52678,8,81.92,3/29/2021,2021
52679,2,19.98,3/29/2021,2021
52680,4,32.96,3/29/2021,2021
52681,3,23.93,3/29/2021,2021
52682,2,34.98,3/29/2021,2021
52683,8,137.92,3/29/2021,2021
52684,1,8.99,3/29/2021,2021
52685,11,257.89,3/29/2021,2021
52686,3,17.97,3/29/2021,2021
52687,5,102.95,3/29/2021,2021
52689,18,364.82,3/29/2021,2021
52690,7,83.93,3/29/2021,2021
52691,8,94.92,3/29/2021,2021
52692,1,29.99,3/29/2021,2021
52693,6,65.94,3/29/2021,2021
52695,3,62.97,3/29/2021,2021
52696,3,23.97,3/29/2021,2021
52698,1,53.6,3/29/2021,2021
52699,10,117.86,3/29/2021,2021
52700,3,20.93,3/29/2021,2021
52701,5,105.95,3/29/2021,2021
52702,6,35.94,3/29/2021,2021
52703,3,34.97,3/29/2021,2021
52704,3,20.97,3/29/2021,2021
52705,9,97.91,3/29/2021,2021
52706,7,77.93,3/29/2021,2021
52708,6,62.94,3/29/2021,2021
52709,3,41.97,3/29/2021,2021
52710,5,53.91,3/29/2021,2021
52711,5,79.95,3/29/2021,2021
52712,3,54.97,3/29/2021,2021
52713,2,29.98,3/29/2021,2021
52714,7,85.93,3/29/2021,2021
52715,1,26.99,3/29/2021,2021
52716,12,110.88,3/29/2021,2021
52718,6,60.94,3/30/2021,2021
52719,5,52.35,3/30/2021,2021
52720,4,43.96,3/30/2021,2021
52721,11,101.35,3/30/2021,2021
52722,3,16.97,3/30/2021,2021
52723,2,17.98,3/30/2021,2021
52724,3,44.97,3/30/2021,2021
52725,3,40.97,3/30/2021,2021
52726,5,22.83,3/30/2021,2021
52727,3,60.97,3/30/2021,2021
52728,3,28.97,3/30/2021,2021
52729,1,6.99,3/30/2021,2021
52730,2,19.98,3/30/2021,2021
52731,1,8.99,3/30/2021,2021
52732,2,19.98,3/30/2021,2021
52733,1,4.99,3/30/2021,2021
52734,8,85.38,3/30/2021,2021
52736,4,43.96,3/30/2021,2021
52737,2,33.98,3/30/2021,2021
52738,3,26.97,3/30/2021,2021
52739,7,65.93,3/30/2021,2021
52740,1,6.99,3/30/2021,2021
52741,3,28.97,3/30/2021,2021
52742,2,23.98,3/30/2021,2021
52743,2,29.98,3/30/2021,2021
52744,3,32.97,3/30/2021,2021
52745,1,0,3/30/2021,2021
52746,13,211.87,3/30/2021,2021
52747,2,74.98,3/30/2021,2021
52748,1,4.99,3/30/2021,2021
52749,12,149.38,3/30/2021,2021
52750,5,58.95,3/30/2021,2021
52751,21,496.01,3/30/2021,2021
52752,1,4.99,3/30/2021,2021
52753,4,64.96,3/30/2021,2021
52754,4,52.96,3/30/2021,2021
52755,4,39.96,3/30/2021,2021
52756,1,14.99,3/30/2021,2021
52758,1,24.99,3/30/2021,2021
52759,5,79.95,3/30/2021,2021
52760,4,126.96,3/30/2021,2021
52761,1,17.99,3/30/2021,2021
52762,2,36.98,3/30/2021,2021
52763,2,70.59,3/30/2021,2021
52764,5,171.95,3/30/2021,2021
52765,2,42.98,3/30/2021,2021
52766,1,12.99,3/30/2021,2021
52767,5,58.95,3/30/2021,2021
52768,2,38.98,3/30/2021,2021
52769,8,72.92,3/30/2021,2021
52770,1,7.99,3/30/2021,2021
52771,3,32.47,3/30/2021,2021
52773,1,17.99,3/30/2021,2021
52774,2,9.98,3/30/2021,2021
52775,6,74.94,3/30/2021,2021
52776,3,30.97,3/30/2021,2021
52777,7,55.93,3/30/2021,2021
52778,2,23.98,3/30/2021,2021
52779,5,44.95,3/30/2021,2021
52780,1,10.99,3/30/2021,2021
52781,1,18.99,3/30/2021,2021
52782,2,19.98,3/30/2021,2021
52783,1,8.99,3/30/2021,2021
52784,1,8.99,3/30/2021,2021
52785,6,68.94,3/30/2021,2021
52786,1,17.99,3/30/2021,2021
52788,1,9.99,3/30/2021,2021
52789,3,35.97,3/30/2021,2021
52790,3,48.97,3/30/2021,2021
52791,4,41.96,3/30/2021,2021
52792,1,8.99,3/30/2021,2021
52793,2,21.98,3/30/2021,2021
52794,1,24.99,3/30/2021,2021
52795,2,15.98,3/30/2021,2021
52796,4,51.96,3/30/2021,2021
52797,1,17.99,3/30/2021,2021
52798,11,121.89,3/30/2021,2021
52799,2,17.98,3/30/2021,2021
52800,5,73.95,3/30/2021,2021
52801,1,129.99,3/30/2021,2021
52802,1,2.99,3/30/2021,2021
52803,2,24.98,3/31/2021,2021
52804,1,17.99,3/31/2021,2021
52805,2,99.98,3/31/2021,2021
52806,5,87.95,3/31/2021,2021
52807,2,66.98,3/31/2021,2021
52808,5,60.95,3/31/2021,2021
52809,1,8.99,3/31/2021,2021
52810,10,312.9,3/31/2021,2021
52811,2,44.98,3/31/2021,2021
52812,2,28.98,3/31/2021,2021
52813,1,17.99,3/31/2021,2021
52816,1,8.99,3/31/2021,2021
52817,2,30.98,3/31/2021,2021
52818,2,15.98,3/31/2021,2021
52819,6,76.94,3/31/2021,2021
52820,5,38.95,3/31/2021,2021
52821,3,25.97,3/31/2021,2021
52822,1,13.99,3/31/2021,2021
52823,2,62.98,3/31/2021,2021
52824,8,83.92,3/31/2021,2021
52825,4,47.96,3/31/2021,2021
52826,7,81.93,3/31/2021,2021
52827,1,19.99,3/31/2021,2021
52828,4,29.96,3/31/2021,2021
52829,3,29.97,3/31/2021,2021
52830,4,31.96,3/31/2021,2021
52831,5,33.95,3/31/2021,2021
52834,2,29.98,3/31/2021,2021
52835,2,31.98,3/31/2021,2021
52836,1,9.99,3/31/2021,2021
52837,5,48.95,3/31/2021,2021
52838,3,31.97,3/31/2021,2021
52839,3,39.97,3/31/2021,2021
52840,4,38.96,3/31/2021,2021
52841,2,19.98,3/31/2021,2021
52842,5,42.91,3/31/2021,2021
52843,1,18.99,3/31/2021,2021
52844,3,21.97,3/31/2021,2021
52846,3,32.97,3/31/2021,2021
52847,2,13.98,3/31/2021,2021
52848,3,33.97,3/31/2021,2021
52849,2,24.98,3/31/2021,2021
52850,2,9.98,3/31/2021,2021
52851,2,9.98,3/31/2021,2021
52852,8,83.92,3/31/2021,2021
52853,1,19.99,3/31/2021,2021
52854,6,90.94,3/31/2021,2021
52855,5,37.95,3/31/2021,2021
52856,3,37.97,3/31/2021,2021
52858,3,18.43,3/31/2021,2021
52860,1,38.99,3/31/2021,2021
52861,4,35.96,4/1/2021,2021
52862,6,74.94,4/1/2021,2021
52863,22,381.74,4/1/2021,2021
52864,1,18.99,4/1/2021,2021
52865,2,18.98,4/1/2021,2021
52866,3,41.97,4/1/2021,2021
52867,3,124.97,4/1/2021,2021
52868,15,405.85,4/1/2021,2021
52869,7,65.89,4/1/2021,2021
52870,2,17.98,4/1/2021,2021
52873,3,49.97,4/1/2021,2021
52874,3,31.97,4/1/2021,2021
52875,7,93.93,4/1/2021,2021
52876,5,71.95,4/1/2021,2021
52877,5,53.95,4/1/2021,2021
52878,5,46.95,4/1/2021,2021
52879,2,17.98,4/1/2021,2021
52880,11,185.89,4/1/2021,2021
52881,1,8.99,4/1/2021,2021
52882,2,34.98,4/1/2021,2021
52883,3,28.97,4/1/2021,2021
52884,2,21.98,4/1/2021,2021
52885,1,4.99,4/1/2021,2021
52886,2,11.98,4/1/2021,2021
52887,3,37.97,4/1/2021,2021
52888,7,91.43,4/1/2021,2021
52889,5,64.95,4/1/2021,2021
52890,3,39.97,4/1/2021,2021
52891,1,6.99,4/1/2021,2021
52893,2,28.98,4/1/2021,2021
52894,2,11.98,4/1/2021,2021
52895,1,4.99,4/1/2021,2021
52896,2,34.98,4/1/2021,2021
52897,7,75.43,4/1/2021,2021
52898,1,8.99,4/1/2021,2021
52899,2,34.98,4/1/2021,2021
52900,7,155.93,4/1/2021,2021
52901,4,71.96,4/1/2021,2021
52902,3,52.47,4/1/2021,2021
52903,2,254.98,4/1/2021,2021
52904,1,89.99,4/1/2021,2021
52905,2,59.98,4/1/2021,2021
52906,5,85.95,4/1/2021,2021
52907,4,79.96,4/1/2021,2021
52908,1,14.99,4/1/2021,2021
52909,4,53.96,4/1/2021,2021
52910,1,17.99,4/1/2021,2021
52911,4,75.96,4/1/2021,2021
52912,2,54.98,4/1/2021,2021
52913,18,309.82,4/1/2021,2021
52914,3,42.97,4/1/2021,2021
52915,9,85.91,4/1/2021,2021
52916,5,29.41,4/1/2021,2021
52917,2,46.98,4/2/2021,2021
52918,2,11.98,4/2/2021,2021
52919,15,257.85,4/2/2021,2021
52920,2,47.98,4/2/2021,2021
52921,1,1.99,4/2/2021,2021
52922,2,18.98,4/2/2021,2021
52923,18,303.28,4/2/2021,2021
52924,9,217.91,4/2/2021,2021
52925,8,145.92,4/2/2021,2021
52926,4,47.96,4/2/2021,2021
52927,4,55.96,4/2/2021,2021
52928,2,49.98,4/2/2021,2021
52929,2,100.98,4/2/2021,2021
52930,6,151.94,4/2/2021,2021
52931,1,8.99,4/2/2021,2021
52932,1,19.99,4/2/2021,2021
52933,6,112.94,4/2/2021,2021
52934,9,159.91,4/2/2021,2021
52935,4,45.96,4/2/2021,2021
52936,10,102.9,4/2/2021,2021
52937,5,144.95,4/2/2021,2021
52940,5,32.95,4/2/2021,2021
52941,1,0,4/2/2021,2021
52942,3,57.97,4/2/2021,2021
52943,1,29.99,4/2/2021,2021
52945,1,9.99,4/2/2021,2021
52946,3,17.97,4/2/2021,2021
52947,4,39.96,4/2/2021,2021
52949,6,87.94,4/2/2021,2021
52950,1,17.99,4/2/2021,2021
52951,16,220.84,4/2/2021,2021
52952,4,65.46,4/2/2021,2021
52953,3,57.97,4/2/2021,2021
52954,4,48.96,4/2/2021,2021
52955,8,98.92,4/2/2021,2021
52956,10,141.9,4/2/2021,2021
52957,3,71.97,4/2/2021,2021
52958,5,215.95,4/2/2021,2021
52959,9,99.91,4/2/2021,2021
52960,1,9.99,4/2/2021,2021
52961,6,124.14,4/2/2021,2021
52962,5,44.95,4/2/2021,2021
52964,3,26.97,4/2/2021,2021
52965,3,26.97,4/2/2021,2021
52966,6,70.9,4/2/2021,2021
52967,1,9.99,4/2/2021,2021
52968,3,37.97,4/2/2021,2021
52969,4,40.96,4/2/2021,2021
52970,4,34.96,4/2/2021,2021
52971,2,25.98,4/2/2021,2021
52972,7,129.93,4/2/2021,2021
52973,8,113.92,4/2/2021,2021
52974,9,123.91,4/2/2021,2021
52975,10,139.9,4/2/2021,2021
52976,1,17.99,4/2/2021,2021
52978,1,8.99,4/2/2021,2021
52979,3,73.97,4/2/2021,2021
52980,3,118.97,4/2/2021,2021
52982,3,37.97,4/2/2021,2021
52983,4,23.96,4/2/2021,2021
52985,7,176.93,4/2/2021,2021
52986,1,89.99,4/2/2021,2021
52987,4,20.42,4/2/2021,2021
52988,2,30.98,4/2/2021,2021
52989,3,26.97,4/2/2021,2021
52990,8,87.92,4/2/2021,2021
52991,3,36.47,4/2/2021,2021
52992,2,36.98,4/2/2021,2021
52993,3,39.97,4/2/2021,2021
52994,15,234.35,4/2/2021,2021
52995,5,81.95,4/2/2021,2021
52996,5,58.95,4/2/2021,2021
52997,2,60.98,4/2/2021,2021
52998,3,64.97,4/2/2021,2021
52999,10,330.9,4/2/2021,2021
53000,3,37.97,4/2/2021,2021
53001,2,22.98,4/2/2021,2021
53002,1,2.99,4/2/2021,2021
53003,3,25.97,4/2/2021,2021
53004,2,27.98,4/2/2021,2021
53005,1,29.99,4/2/2021,2021
53006,3,52.97,4/2/2021,2021
53007,7,64.39,4/2/2021,2021
53008,11,158.89,4/2/2021,2021
53009,2,20.98,4/2/2021,2021
53011,1,17.99,4/2/2021,2021
53013,4,38.96,4/2/2021,2021
53014,3,58.97,4/2/2021,2021
53015,32,486.68,4/2/2021,2021
53016,7,108.93,4/2/2021,2021
53018,4,66.96,4/2/2021,2021
53020,11,113.89,4/2/2021,2021
53021,3,36.97,4/2/2021,2021
53022,4,49.96,4/2/2021,2021
53023,1,10.99,4/2/2021,2021
53024,3,31.97,4/2/2021,2021
53025,2,37.98,4/2/2021,2021
53026,4,45.96,4/2/2021,2021
53028,3,22.97,4/2/2021,2021
53029,7,88.93,4/2/2021,2021
53030,2,79.98,4/2/2021,2021
53031,6,82.94,4/2/2021,2021
53032,5,49.45,4/2/2021,2021
53034,1,27.99,4/2/2021,2021
53035,2,49.98,4/2/2021,2021
53036,1,17.99,4/2/2021,2021
53037,3,53.97,4/2/2021,2021
53038,2,20.98,4/2/2021,2021
53039,3,58.97,4/2/2021,2021
53040,5,87.95,4/2/2021,2021
53041,1,3.45,4/2/2021,2021
53042,2,22.98,4/2/2021,2021
53043,3,56.97,4/2/2021,2021
53044,4,240.96,4/2/2021,2021
53045,3,21.97,4/2/2021,2021
53046,7,76.93,4/2/2021,2021
53048,6,76.94,4/3/2021,2021
53049,3,42.97,4/3/2021,2021
53050,14,190.36,4/3/2021,2021
53051,6,137.94,4/3/2021,2021
53052,7,104.93,4/3/2021,2021
53053,3,22.97,4/3/2021,2021
53054,1,4.99,4/3/2021,2021
53055,3,25.97,4/3/2021,2021
53056,2,29.98,4/3/2021,2021
53058,2,39.98,4/3/2021,2021
53059,8,95.92,4/3/2021,2021
53060,4,42.96,4/3/2021,2021
53061,3,45.97,4/3/2021,2021
53062,1,7.99,4/3/2021,2021
53063,4,43.96,4/3/2021,2021
53064,5,123.95,4/3/2021,2021
53065,8,259.92,4/3/2021,2021
53066,1,7.99,4/3/2021,2021
53067,9,153.87,4/3/2021,2021
53068,6,73.94,4/3/2021,2021
53069,7,74.93,4/3/2021,2021
53070,26,353.24,4/3/2021,2021
53071,6,60.94,4/3/2021,2021
53072,18,250.78,4/3/2021,2021
53073,5,56.95,4/3/2021,2021
53074,3,127.97,4/3/2021,2021
53075,20,252.76,4/3/2021,2021
53076,12,116.84,4/3/2021,2021
53078,7,55.43,4/3/2021,2021
53079,11,246.39,4/3/2021,2021
53080,9,99.41,4/3/2021,2021
53081,3,39.97,4/3/2021,2021
53082,10,90.9,4/3/2021,2021
53083,3,25.97,4/3/2021,2021
53084,3,149.97,4/3/2021,2021
53085,6,63.94,4/3/2021,2021
53086,8,188.92,4/3/2021,2021
53087,3,40.97,4/3/2021,2021
53088,8,77.92,4/3/2021,2021
53089,2,53.98,4/3/2021,2021
53091,1,9.99,4/3/2021,2021
53092,2,19.98,4/3/2021,2021
53093,7,87.43,4/3/2021,2021
53094,7,221.93,4/3/2021,2021
53095,2,13.48,4/3/2021,2021
53097,2,7.44,4/3/2021,2021
53098,2,18.98,4/3/2021,2021
53099,2,31.48,4/3/2021,2021
53100,2,32.98,4/3/2021,2021
53101,2,25.98,4/3/2021,2021
53102,4,83.46,4/3/2021,2021
53103,1,7.99,4/3/2021,2021
53104,3,38.97,4/3/2021,2021
53105,5,137.95,4/3/2021,2021
53106,2,23.98,4/3/2021,2021
53107,15,269.85,4/3/2021,2021
53108,3,42.97,4/3/2021,2021
53109,1,8.99,4/3/2021,2021
53110,10,213.9,4/3/2021,2021
53111,1,24.99,4/3/2021,2021
53112,1,7.99,4/3/2021,2021
53113,11,151.89,4/3/2021,2021
53114,1,24.99,4/3/2021,2021
53116,2,29.98,4/3/2021,2021
53117,7,82.93,4/3/2021,2021
53118,1,8.99,4/3/2021,2021
53119,2,21.98,4/3/2021,2021
53120,3,34.97,4/3/2021,2021
53122,2,24.98,4/3/2021,2021
53123,1,17.99,4/3/2021,2021
53124,1,39.99,4/3/2021,2021
53125,2,34.98,4/3/2021,2021
53126,2,19.98,4/3/2021,2021
53127,16,209.3,4/3/2021,2021
53128,4,63.96,4/3/2021,2021
53129,6,35.94,4/3/2021,2021
53130,3,109.97,4/3/2021,2021
53131,23,470.77,4/3/2021,2021
53134,10,122.9,4/3/2021,2021
53135,6,32.94,4/3/2021,2021
53136,5,85.95,4/3/2021,2021
53137,11,126.89,4/3/2021,2021
53138,5,121.95,4/3/2021,2021
53139,4,64.96,4/3/2021,2021
53140,1,10.99,4/3/2021,2021
53141,2,42.98,4/3/2021,2021
53142,3,31.97,4/3/2021,2021
53143,12,207.38,4/3/2021,2021
53145,1,10.99,4/3/2021,2021
53147,20,221.72,4/4/2021,2021
53148,14,156.86,4/4/2021,2021
53149,5,131.95,4/4/2021,2021
53150,3,52.97,4/4/2021,2021
53151,3,49.97,4/4/2021,2021
53152,1,79.99,4/4/2021,2021
53153,4,69.96,4/4/2021,2021
53154,2,27.98,4/4/2021,2021
53155,5,44.95,4/4/2021,2021
53156,8,88.92,4/4/2021,2021
53157,3,26.97,4/4/2021,2021
53158,2,66.98,4/4/2021,2021
53159,5,117.41,4/4/2021,2021
53160,8,116.42,4/4/2021,2021
53161,3,49.97,4/4/2021,2021
53162,3,52.97,4/4/2021,2021
53163,9,204.91,4/4/2021,2021
53164,5,119.95,4/4/2021,2021
53165,4,26.96,4/4/2021,2021
53166,2,29.98,4/4/2021,2021
53167,1,36.99,4/4/2021,2021
53168,7,140.93,4/4/2021,2021
53169,9,169.91,4/4/2021,2021
53170,5,41.95,4/4/2021,2021
53172,3,27.97,4/5/2021,2021
53173,4,50.96,4/5/2021,2021
53174,1,18.99,4/5/2021,2021
53175,9,150.91,4/5/2021,2021
53176,3,49.97,4/5/2021,2021
53178,8,94.92,4/5/2021,2021
53179,4,56.96,4/5/2021,2021
53180,10,126.9,4/5/2021,2021
53181,1,89.99,4/5/2021,2021
53182,1,9.99,4/5/2021,2021
53183,4,40.92,4/5/2021,2021
53184,6,61.94,4/5/2021,2021
53185,3,29.97,4/5/2021,2021
53186,6,54.9,4/5/2021,2021
53187,3,25.97,4/5/2021,2021
53190,11,190.89,4/5/2021,2021
53191,4,80.96,4/5/2021,2021
53192,2,25.98,4/5/2021,2021
53193,1,18.99,4/5/2021,2021
53194,1,4.99,4/5/2021,2021
53195,7,102.93,4/5/2021,2021
53196,1,19.99,4/5/2021,2021
53197,3,28.97,4/5/2021,2021
53198,4,48.96,4/5/2021,2021
53199,5,68.95,4/5/2021,2021
53200,5,67.95,4/5/2021,2021
53201,6,50.94,4/5/2021,2021
53202,2,16.98,4/5/2021,2021
53204,6,45.94,4/5/2021,2021
53205,7,79.93,4/5/2021,2021
53206,2,31.98,4/5/2021,2021
53207,2,88.98,4/5/2021,2021
53208,7,68.89,4/5/2021,2021
53209,5,114.45,4/5/2021,2021
53210,2,56.98,4/5/2021,2021
53211,1,19.99,4/5/2021,2021
53212,7,179.93,4/5/2021,2021
53213,4,155.96,4/5/2021,2021
53214,1,69.99,4/5/2021,2021
53215,3,39.97,4/5/2021,2021
53216,5,96.95,4/5/2021,2021
53217,1,9.99,4/5/2021,2021
53218,5,57.95,4/5/2021,2021
53219,9,62.41,4/5/2021,2021
53220,3,26.97,4/5/2021,2021
53221,2,19.98,4/5/2021,2021
53222,2,55.98,4/5/2021,2021
53223,6,88.94,4/5/2021,2021
53224,3,22.93,4/5/2021,2021
53225,5,48.95,4/5/2021,2021
53227,7,81.89,4/5/2021,2021
53228,6,29.94,4/5/2021,2021
53229,2,14.98,4/5/2021,2021
53230,3,28.97,4/5/2021,2021
53231,8,198.92,4/5/2021,2021
53233,9,99.91,4/5/2021,2021
53234,1,14.99,4/5/2021,2021
53235,3,29.97,4/5/2021,2021
53236,2,19.98,4/5/2021,2021
53237,6,51.94,4/5/2021,2021
53238,3,47.97,4/5/2021,2021
53239,6,132.94,4/5/2021,2021
53240,5,61.95,4/5/2021,2021
53241,10,138.82,4/5/2021,2021
53242,6,54.94,4/5/2021,2021
53243,6,73.94,4/5/2021,2021
53244,5,163.95,4/5/2021,2021
53245,3,46.17,4/5/2021,2021
53246,4,24.96,4/5/2021,2021
53247,2,29.98,4/5/2021,2021
53248,3,27.97,4/5/2021,2021
53249,3,77.97,4/6/2021,2021
53250,5,42.95,4/6/2021,2021
